,Airport,Prox_Airports
30,01818.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
31,01853.*A,"['00674.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19352.1*A', '19403.*A', '19411.1*A', '19514.*A', '19589.*A', '25117.*A']"
32,01376.1*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '13072.*A', '13108.*A', '25117.*A']"
33,01971.*A,"['01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19514.*A', '19589.*A', '25117.*A']"
34,01899.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
35,02166.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '13072.*A', '13108.*A', '25117.*A']"
36,01560.*A,"['01346.*A', '01437.*A', '01400.5*A', '01497.*A', '01590.*A', '01641.*A', '01651.*A', '01788.2*A', '01853.*A', '01971.*A', '02204.*A', '02389.1*A', '02160.1*A', '02211.*A', '02341.*A', '02383.*A', '02413.*A', '02461.*A', '13048.*A', '13072.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26444.*A', '26369.*A', '26381.*A', '26386.1*A', '26395.*A']"
37,02204.*A,"['01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '19352.1*A', '19403.*A', '19411.1*A', '19514.*A', '19589.*A', '25117.*A']"
38,02389.1*A,"['01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '25117.*A']"
39,01986.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
40,02017.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
41,02112.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
42,02160.1*A,"['01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19514.*A', '19589.*A']"
43,02170.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '13072.*A', '13108.*A', '25117.*A']"
44,01539.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
45,02211.*A,"['00751.4*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '19352.1*A', '25117.*A']"
46,02341.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
47,02383.*A,"['01353.*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '01641.*A', '01651.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01971.*A', '01899.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02112.*A', '02160.1*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26444.*A']"
48,02396.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02413.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
49,02413.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '01818.1*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19352.1*A', '19403.*A', '19514.*A', '25117.*A', '25287.*A']"
50,01818.1*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '02461.*A', '02356.1*A', '13048.*A', '13072.*A', '13108.*A', '25117.*A']"
51,02461.*A,"['01353.*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01971.*A', '01899.*A', '01560.*A', '02204.*A', '02389.1*A', '01986.*A', '02112.*A', '02160.1*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '04206.*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26444.*A', '26369.*A', '26386.1*A']"
52,02356.1*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02160.1*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02383.*A', '02396.*A', '02413.*A', '01818.1*A', '02461.*A', '13072.*A', '13108.*A', '25117.*A']"
53,02517.*A,"['00674.*A', '00751.4*A', '00788.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '04206.*A', '06948.51*A', '12748.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '13048.*A', '13079.25*A', '13108.*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
54,02573.*A,"['02517.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '06147.1*A', '06948.51*A', '12693.*A', '12748.*A', '12794.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '18989.*A', '19166.*A', '19307.2*A', '19136.*A', '22603.*A', '22675.1*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
55,02588.*A,"['00674.*A', '00788.*A', '02517.*A', '02573.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '04206.*A', '06948.51*A', '12748.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '13048.*A', '13079.25*A', '13108.*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
56,02596.131*A,"['00674.*A', '02517.*A', '02573.*A', '02588.*A', '02623.*A', '02631.*A', '02765.*A', '06948.51*A', '12693.*A', '12748.*A', '12794.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '19166.*A', '19307.2*A', '22675.1*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
57,02623.*A,"['00674.*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02631.*A', '02765.*A', '04206.*A', '06948.51*A', '12693.*A', '12748.*A', '12794.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '13079.25*A', '13108.*A', '22675.1*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
58,02631.*A,"['00674.*A', '00751.4*A', '00788.*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02765.*A', '06948.51*A', '12748.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '13048.*A', '13079.25*A', '13108.*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
59,02765.*A,"['02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '05829.*A', '05839.5*A', '06057.1*A', '06147.1*A', '06089.*A', '05903.*A', '06811.*A', '06721.*A', '06948.51*A', '10615.2*A', '10885.*A', '10938.*A', '11816.6*A', '12160.1*A', '12693.*A', '12748.*A', '12794.*A', '12960.*A', '12817.*A', '14532.*A', '14733.4*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19143.*A', '19166.*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '22603.*A', '22675.1*A', '22817.*A', '25289.*A', '25287.*A', '25324.*A', '27759.*A']"
60,02802.*A,"['02827.*A', '08995.*A', '08750.*A', '09011.*A', '09112.*A', '09180.*A', '08525.*A', '08559.*A', '08551.*A', '07819.*A', '07840.*A', '07849.*A', '08050.*A', '09725.*A', '16650.*A', '16761.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18157.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '25863.*A', '25977.*A', '25986.*A', '25348.*A', '25496.1*A', '26627.*A', '26768.*A']"
61,02827.*A,"['02802.*A', '08995.*A', '08750.*A', '09011.*A', '09112.*A', '09180.*A', '08525.*A', '08559.*A', '08551.*A', '07819.*A', '07840.*A', '07849.*A', '08050.*A', '16650.*A', '16761.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '25863.*A', '25977.*A', '25986.*A', '25348.*A', '25496.1*A', '26627.*A', '26768.*A']"
62,03474.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '07675.*A', '22209.*A', '22309.*A', '22210.*A']"
63,03531.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '17205.1*A', '22209.*A', '22309.*A', '22210.*A']"
64,03112.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '07675.*A', '17205.1*A', '22209.*A', '22309.*A', '22210.*A']"
65,03135.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '07675.*A', '11444.*A', '17205.1*A', '22209.*A', '22309.*A', '22210.*A', '22899.*A']"
66,03408.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '17205.1*A', '22209.*A', '22309.*A', '22210.*A']"
67,03423.3*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '17205.1*A', '16761.*A', '17220.*A', '22209.*A', '22309.*A', '22210.*A', '22899.*A']"
68,03251.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '11444.*A', '17205.1*A', '16761.*A', '17220.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23121.*A', '25986.*A']"
69,03250.1*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '11444.*A', '11270.*A', '17205.1*A', '16761.*A', '17220.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23121.*A', '25863.*A', '25986.*A']"
70,03263.*A,"['03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03760.*A']"
71,03379.*A,"['00146.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03198.*A', '03451.*A', '03484.*A', '03314.*A', '03728.*A', '03760.*A', '03992.*A']"
72,03198.*A,"['00146.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03451.*A', '03484.*A', '03314.*A', '03728.*A', '03760.*A', '03992.*A']"
73,03451.*A,"['03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03484.*A', '03314.*A', '03760.*A', '03992.*A']"
74,03484.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03314.*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '22209.*A', '22210.*A']"
75,03314.*A,"['03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03263.*A', '03379.*A', '03198.*A', '03451.*A', '03484.*A', '03760.*A']"
76,03642.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '01132.*A', '01165.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03484.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '04427.*A', '04650.1*A', '04824.*A', '05388.11*A', '05375.*A', '05281.*A', '07055.*A', '07425.*A', '07675.*A', '07796.*A', '12077.*A', '12151.01*A', '11444.*A', '11270.*A', '17205.1*A', '16761.*A', '17220.*A', '17668.2*A', '17695.*A', '18603.*A', '18157.*A', '18609.*A', '20126.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23097.*A', '23121.*A', '22905.*A', '25863.*A', '25977.*A', '25986.*A', '26627.*A', '26768.*A']"
77,03728.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '01132.*A', '01165.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03379.*A', '03198.*A', '03484.*A', '03642.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '04427.*A', '04650.1*A', '05388.11*A', '07055.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '11444.*A', '11270.*A', '17205.1*A', '16761.*A', '17220.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23097.*A', '23121.*A', '22905.*A', '25863.*A', '25986.*A']"
78,03641.*A,"['00128.*A', '00146.*A', '00164.*A', '00438.*A', '00498.*A', '01132.*A', '01165.*A', '03474.*A', '03531.*A', '03112.*A', '03135.*A', '03408.*A', '03423.3*A', '03251.*A', '03250.1*A', '03484.*A', '03642.*A', '03728.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '04427.*A', '04650.1*A', '05388.11*A', '05375.*A', '07055.*A', '07425.*A', '07675.*A', '07796.*A', '11444.*A', '11270.*A', '17205.1*A', '16650.*A', '16761.*A', '17220.*A', '17668.2*A', '18603.*A', '20126.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23097.*A', '23121.*A', '22905.*A', '25863.*A', '25977.*A', '25986.*A', '26627.*A', '26768.*A']"
